,Metal,IsolateID,Replicate,Concentration,factor,hours,od
17270,Pb,SI 2,2,0.1,2,7.116666667,0.024
17252,Cd,SI 2,2,0.01,2,7.116666667,0.025
17256,Cd,SI 2,3,0.1,3,7.116666667,0.025
17248,Cd,SI 2,1,0.001,1,7.116666667,0.026
17268,Pb,SI 2,3,0.01,1,7.116666667,0.026
17287,Zn,SI 2,1,1,2,7.116666667,0.026
17288,Zn,SI 2,2,1,2,7.116666667,0.026
17335,Cr,SI 2,1,0,0,7.116666667,0.026
17345,Cr,SI 2,2,1,3,7.116666667,0.026
17247,Cd,SI 2,3,0,0,7.116666667,0.027
17266,Pb,SI 2,1,0.01,1,7.116666667,0.027
17267,Pb,SI 2,2,0.01,1,7.116666667,0.027
17269,Pb,SI 2,1,0.1,2,7.116666667,0.027
17273,Pb,SI 2,2,1,3,7.116666667,0.027
17274,Pb,SI 2,3,1,3,7.116666667,0.027
17275,Pb,SI 2,1,10,4,7.116666667,0.027
17284,Zn,SI 2,1,0.1,1,7.116666667,0.027
17293,Zn,SI 2,1,100,4,7.116666667,0.027
17336,Cr,SI 2,2,0,0,7.116666667,0.027
17337,Cr,SI 2,3,0,0,7.116666667,0.027
17338,Cr,SI 2,1,0.01,1,7.116666667,0.027
17339,Cr,SI 2,2,0.01,1,7.116666667,0.027
17340,Cr,SI 2,3,0.01,1,7.116666667,0.027
17346,Cr,SI 2,3,1,3,7.116666667,0.027
17251,Cd,SI 2,1,0.01,2,7.116666667,0.028
17254,Cd,SI 2,1,0.1,3,7.116666667,0.028
17272,Pb,SI 2,1,1,3,7.116666667,0.028
17276,Pb,SI 2,2,10,4,7.116666667,0.028
17281,Zn,SI 2,1,0,0,7.116666667,0.028
17289,Zn,SI 2,3,1,2,7.116666667,0.028
17290,Zn,SI 2,1,10,3,7.116666667,0.028
17291,Zn,SI 2,2,10,3,7.116666667,0.028
17341,Cr,SI 2,1,0.1,2,7.116666667,0.028
17344,Cr,SI 2,1,1,3,7.116666667,0.028
17347,Cr,SI 2,1,10,4,7.116666667,0.028
17245,Cd,SI 2,1,0,0,7.116666667,0.029
17250,Cd,SI 2,3,0.001,1,7.116666667,0.029
17263,Pb,SI 2,1,0,0,7.116666667,0.029
17265,Pb,SI 2,3,0,0,7.116666667,0.029
17277,Pb,SI 2,3,10,4,7.116666667,0.029
17282,Zn,SI 2,2,0,0,7.116666667,0.029
17285,Zn,SI 2,2,0.1,1,7.116666667,0.029
17286,Zn,SI 2,3,0.1,1,7.116666667,0.029
17310,Hg,SI 2,3,0.1,3,7.116666667,0.029
17323,As,SI 2,1,0.01,2,7.116666667,0.029
17342,Cr,SI 2,2,0.1,2,7.116666667,0.029
17348,Cr,SI 2,2,10,4,7.116666667,0.029
17278,Pb,SI 2,1,100,5,7.116666667,0.03
17283,Zn,SI 2,3,0,0,7.116666667,0.03
17292,Zn,SI 2,3,10,3,7.116666667,0.03
17306,Hg,SI 2,2,0.01,2,7.116666667,0.03
17315,Hg,SI 2,2,10,5,7.116666667,0.03
17316,Hg,SI 2,3,10,5,7.116666667,0.03
17343,Cr,SI 2,3,0.1,2,7.116666667,0.03
17249,Cd,SI 2,2,0.001,1,7.116666667,0.031
17279,Pb,SI 2,2,100,5,7.116666667,0.031
17313,Hg,SI 2,3,1,4,7.116666667,0.031
17318,As,SI 2,2,0,0,7.116666667,0.031
17321,As,SI 2,2,0.001,1,7.116666667,0.031
17349,Cr,SI 2,3,10,4,7.116666667,0.031
17350,Cr,SI 2,1,100,5,7.116666667,0.031
17351,Cr,SI 2,2,100,5,7.116666667,0.031
17352,Cr,SI 2,3,100,5,7.116666667,0.031
17264,Pb,SI 2,2,0,0,7.116666667,0.032
17280,Pb,SI 2,3,100,5,7.116666667,0.032
17294,Zn,SI 2,2,100,4,7.116666667,0.032
17300,Hg,SI 2,2,0,0,7.116666667,0.032
17301,Hg,SI 2,3,0,0,7.116666667,0.032
17303,Hg,SI 2,2,0.001,1,7.116666667,0.032
17304,Hg,SI 2,3,0.001,1,7.116666667,0.032
17307,Hg,SI 2,3,0.01,2,7.116666667,0.032
17309,Hg,SI 2,2,0.1,3,7.116666667,0.032
17319,As,SI 2,3,0,0,7.116666667,0.032
17322,As,SI 2,3,0.001,1,7.116666667,0.032
17324,As,SI 2,2,0.01,2,7.116666667,0.032
17325,As,SI 2,3,0.01,2,7.116666667,0.032
17327,As,SI 2,2,0.1,3,7.116666667,0.032
17271,Pb,SI 2,3,0.1,2,7.116666667,0.033
17305,Hg,SI 2,1,0.01,2,7.116666667,0.033
17317,As,SI 2,1,0,0,7.116666667,0.033
17320,As,SI 2,1,0.001,1,7.116666667,0.033
17328,As,SI 2,3,0.1,3,7.116666667,0.033
17329,As,SI 2,1,1,4,7.116666667,0.033
17330,As,SI 2,2,1,4,7.116666667,0.033
17331,As,SI 2,3,1,4,7.116666667,0.033
17332,As,SI 2,1,10,5,7.116666667,0.033
17311,Hg,SI 2,1,1,4,7.116666667,0.034
17326,As,SI 2,1,0.1,3,7.116666667,0.034
17295,Zn,SI 2,3,100,4,7.116666667,0.035
17299,Hg,SI 2,1,0,0,7.116666667,0.035
17302,Hg,SI 2,1,0.001,1,7.116666667,0.035
17308,Hg,SI 2,1,0.1,3,7.116666667,0.035
17312,Hg,SI 2,2,1,4,7.116666667,0.035
17314,Hg,SI 2,1,10,5,7.116666667,0.035
17333,As,SI 2,2,10,5,7.116666667,0.035
17334,As,SI 2,3,10,5,7.116666667,0.036
13751,Hg,NO 14,2,10,5,7.166666667,0.022
13696,Cd,NO 14,1,10,5,7.166666667,0.024
13697,Cd,NO 14,2,10,5,7.166666667,0.025
13750,Hg,NO 14,1,10,5,7.166666667,0.025
13698,Cd,NO 14,3,10,5,7.166666667,0.026
13740,Hg,NO 14,3,0.001,1,7.166666667,0.026
13732,Zn,NO 14,1,1000,5,7.166666667,0.027
13733,Zn,NO 14,2,1000,5,7.166666667,0.027
13734,Zn,NO 14,3,1000,5,7.166666667,0.027
13747,Hg,NO 14,1,1,4,7.166666667,0.027
13748,Hg,NO 14,2,1,4,7.166666667,0.027
13753,As,NO 14,1,0,0,7.166666667,0.027
13762,As,NO 14,1,0.1,3,7.166666667,0.027
13783,Cr,NO 14,1,10,4,7.166666667,0.027
13739,Hg,NO 14,2,0.001,1,7.166666667,0.028
13743,Hg,NO 14,3,0.01,2,7.166666667,0.028
13744,Hg,NO 14,1,0.1,3,7.166666667,0.028
13745,Hg,NO 14,2,0.1,3,7.166666667,0.028
13749,Hg,NO 14,3,1,4,7.166666667,0.028
13752,Hg,NO 14,3,10,5,7.166666667,0.028
13754,As,NO 14,2,0,0,7.166666667,0.028
13763,As,NO 14,2,0.1,3,7.166666667,0.028
13765,As,NO 14,1,1,4,7.166666667,0.028
13767,As,NO 14,3,1,4,7.166666667,0.028
13769,As,NO 14,2,10,5,7.166666667,0.028
13770,As,NO 14,3,10,5,7.166666667,0.028
13778,Cr,NO 14,2,0.1,2,7.166666667,0.028
13780,Cr,NO 14,1,1,3,7.166666667,0.028
13782,Cr,NO 14,3,1,3,7.166666667,0.028
13701,Pb,NO 14,3,0,0,7.166666667,0.029
13709,Pb,NO 14,2,1,3,7.166666667,0.029
13711,Pb,NO 14,1,10,4,7.166666667,0.029
13735,Hg,NO 14,1,0,0,7.166666667,0.029
13742,Hg,NO 14,2,0.01,2,7.166666667,0.029
13756,As,NO 14,1,0.001,1,7.166666667,0.029
13760,As,NO 14,2,0.01,2,7.166666667,0.029
13761,As,NO 14,3,0.01,2,7.166666667,0.029
13764,As,NO 14,3,0.1,3,7.166666667,0.029
13768,As,NO 14,1,10,5,7.166666667,0.029
13773,Cr,NO 14,3,0,0,7.166666667,0.029
13779,Cr,NO 14,3,0.1,2,7.166666667,0.029
13781,Cr,NO 14,2,1,3,7.166666667,0.029
13785,Cr,NO 14,3,10,4,7.166666667,0.029
13786,Cr,NO 14,1,100,5,7.166666667,0.029
13787,Cr,NO 14,2,100,5,7.166666667,0.029
13681,Cd,NO 14,1,0,0,7.166666667,0.03
13683,Cd,NO 14,3,0,0,7.166666667,0.03
13687,Cd,NO 14,1,0.01,2,7.166666667,0.03
13689,Cd,NO 14,3,0.01,2,7.166666667,0.03
13691,Cd,NO 14,2,0.1,3,7.166666667,0.03
13700,Pb,NO 14,2,0,0,7.166666667,0.03
13710,Pb,NO 14,3,1,3,7.166666667,0.03
13719,Zn,NO 14,3,0,0,7.166666667,0.03
13746,Hg,NO 14,3,0.1,3,7.166666667,0.03
13758,As,NO 14,3,0.001,1,7.166666667,0.03
13766,As,NO 14,2,1,4,7.166666667,0.03
13772,Cr,NO 14,2,0,0,7.166666667,0.03
13775,Cr,NO 14,2,0.01,1,7.166666667,0.03
13682,Cd,NO 14,2,0,0,7.166666667,0.031
13688,Cd,NO 14,2,0.01,2,7.166666667,0.031
13690,Cd,NO 14,1,0.1,3,7.166666667,0.031
13704,Pb,NO 14,3,0.01,1,7.166666667,0.031
13708,Pb,NO 14,1,1,3,7.166666667,0.031
13712,Pb,NO 14,2,10,4,7.166666667,0.031
13713,Pb,NO 14,3,10,4,7.166666667,0.031
13714,Pb,NO 14,1,100,5,7.166666667,0.031
13715,Pb,NO 14,2,100,5,7.166666667,0.031
13716,Pb,NO 14,3,100,5,7.166666667,0.031
13717,Zn,NO 14,1,0,0,7.166666667,0.031
13720,Zn,NO 14,1,0.1,1,7.166666667,0.031
13722,Zn,NO 14,3,0.1,1,7.166666667,0.031
13727,Zn,NO 14,2,10,3,7.166666667,0.031
13736,Hg,NO 14,2,0,0,7.166666667,0.031
13738,Hg,NO 14,1,0.001,1,7.166666667,0.031
13755,As,NO 14,3,0,0,7.166666667,0.031
13759,As,NO 14,1,0.01,2,7.166666667,0.031
13692,Cd,NO 14,3,0.1,3,7.166666667,0.032
13695,Cd,NO 14,3,1,4,7.166666667,0.032
13699,Pb,NO 14,1,0,0,7.166666667,0.032
13707,Pb,NO 14,3,0.1,2,7.166666667,0.032
13721,Zn,NO 14,2,0.1,1,7.166666667,0.032
13723,Zn,NO 14,1,1,2,7.166666667,0.032
13724,Zn,NO 14,2,1,2,7.166666667,0.032
13725,Zn,NO 14,3,1,2,7.166666667,0.032
13726,Zn,NO 14,1,10,3,7.166666667,0.032
13730,Zn,NO 14,2,100,4,7.166666667,0.032
13731,Zn,NO 14,3,100,4,7.166666667,0.032
13788,Cr,NO 14,3,100,5,7.166666667,0.032
13693,Cd,NO 14,1,1,4,7.166666667,0.033
13703,Pb,NO 14,2,0.01,1,7.166666667,0.033
13728,Zn,NO 14,3,10,3,7.166666667,0.033
13741,Hg,NO 14,1,0.01,2,7.166666667,0.033
13757,As,NO 14,2,0.001,1,7.166666667,0.033
13771,Cr,NO 14,1,0,0,7.166666667,0.033
13694,Cd,NO 14,2,1,4,7.166666667,0.034
13702,Pb,NO 14,1,0.01,1,7.166666667,0.034
13729,Zn,NO 14,1,100,4,7.166666667,0.034
13737,Hg,NO 14,3,0,0,7.166666667,0.034
13774,Cr,NO 14,1,0.01,1,7.166666667,0.034
13777,Cr,NO 14,1,0.1,2,7.166666667,0.034
13784,Cr,NO 14,2,10,4,7.166666667,0.034
13718,Zn,NO 14,2,0,0,7.166666667,0.035
13776,Cr,NO 14,3,0.01,1,7.166666667,0.035
13686,Cd,NO 14,3,0.001,1,7.166666667,0.036
13706,Pb,NO 14,2,0.1,2,7.166666667,0.036
13685,Cd,NO 14,2,0.001,1,7.166666667,0.037
13705,Pb,NO 14,1,0.1,2,7.166666667,0.041
13684,Cd,NO 14,1,0.001,1,7.166666667,0.042
8882,Pb,DR+72,2,0.1,2,7.283333333,0.087
8933,As,DR+72,2,0.001,1,7.283333333,0.087
8941,As,DR+72,1,1,4,7.283333333,0.087
8862,Cd,DR+72,3,0.001,1,7.283333333,0.088
8873,Cd,DR+72,2,10,5,7.283333333,0.088
8878,Pb,DR+72,1,0.01,1,7.283333333,0.088
8921,Hg,DR+72,2,0.1,3,7.283333333,0.088
8938,As,DR+72,1,0.1,3,7.283333333,0.088
8864,Cd,DR+72,2,0.01,2,7.283333333,0.089
8872,Cd,DR+72,1,10,5,7.283333333,0.089
8880,Pb,DR+72,3,0.01,1,7.283333333,0.089
8883,Pb,DR+72,3,0.1,2,7.283333333,0.089
8886,Pb,DR+72,3,1,3,7.283333333,0.089
8902,Zn,DR+72,1,10,3,7.283333333,0.089
8908,Zn,DR+72,1,1000,5,7.283333333,0.089
8918,Hg,DR+72,2,0.01,2,7.283333333,0.089
8929,As,DR+72,1,0,0,7.283333333,0.089
8935,As,DR+72,1,0.01,2,7.283333333,0.089
8937,As,DR+72,3,0.01,2,7.283333333,0.089
8865,Cd,DR+72,3,0.01,2,7.283333333,0.09
8871,Cd,DR+72,3,1,4,7.283333333,0.09
8876,Pb,DR+72,2,0,0,7.283333333,0.09
8885,Pb,DR+72,2,1,3,7.283333333,0.09
8899,Zn,DR+72,1,1,2,7.283333333,0.09
8904,Zn,DR+72,3,10,3,7.283333333,0.09
8905,Zn,DR+72,1,100,4,7.283333333,0.09
8919,Hg,DR+72,3,0.01,2,7.283333333,0.09
8922,Hg,DR+72,3,0.1,3,7.283333333,0.09
8927,Hg,DR+72,2,10,5,7.283333333,0.09
8928,Hg,DR+72,3,10,5,7.283333333,0.09
8936,As,DR+72,2,0.01,2,7.283333333,0.09
8942,As,DR+72,2,1,4,7.283333333,0.09
8950,Cr,DR+72,1,0.01,1,7.283333333,0.09
8957,Cr,DR+72,2,1,3,7.283333333,0.09
8859,Cd,DR+72,3,0,0,7.283333333,0.091
8866,Cd,DR+72,1,0.1,3,7.283333333,0.091
8868,Cd,DR+72,3,0.1,3,7.283333333,0.091
8870,Cd,DR+72,2,1,4,7.283333333,0.091
8879,Pb,DR+72,2,0.01,1,7.283333333,0.091
8888,Pb,DR+72,2,10,4,7.283333333,0.091
8889,Pb,DR+72,3,10,4,7.283333333,0.091
8890,Pb,DR+72,1,100,5,7.283333333,0.091
8896,Zn,DR+72,1,0.1,1,7.283333333,0.091
8903,Zn,DR+72,2,10,3,7.283333333,0.091
8913,Hg,DR+72,3,0,0,7.283333333,0.091
8931,As,DR+72,3,0,0,7.283333333,0.091
8932,As,DR+72,1,0.001,1,7.283333333,0.091
8939,As,DR+72,2,0.1,3,7.283333333,0.091
8947,Cr,DR+72,1,0,0,7.283333333,0.091
8949,Cr,DR+72,3,0,0,7.283333333,0.091
8951,Cr,DR+72,2,0.01,1,7.283333333,0.091
8953,Cr,DR+72,1,0.1,2,7.283333333,0.091
8867,Cd,DR+72,2,0.1,3,7.283333333,0.092
8869,Cd,DR+72,1,1,4,7.283333333,0.092
8877,Pb,DR+72,3,0,0,7.283333333,0.092
8881,Pb,DR+72,1,0.1,2,7.283333333,0.092
8887,Pb,DR+72,1,10,4,7.283333333,0.092
8891,Pb,DR+72,2,100,5,7.283333333,0.092
8893,Zn,DR+72,1,0,0,7.283333333,0.092
8897,Zn,DR+72,2,0.1,1,7.283333333,0.092
8912,Hg,DR+72,2,0,0,7.283333333,0.092
8915,Hg,DR+72,2,0.001,1,7.283333333,0.092
8940,As,DR+72,3,0.1,3,7.283333333,0.092
8943,As,DR+72,3,1,4,7.283333333,0.092
8952,Cr,DR+72,3,0.01,1,7.283333333,0.092
8956,Cr,DR+72,1,1,3,7.283333333,0.092
8860,Cd,DR+72,1,0.001,1,7.283333333,0.093
8863,Cd,DR+72,1,0.01,2,7.283333333,0.093
8884,Pb,DR+72,1,1,3,7.283333333,0.093
8898,Zn,DR+72,3,0.1,1,7.283333333,0.093
8901,Zn,DR+72,3,1,2,7.283333333,0.093
8906,Zn,DR+72,2,100,4,7.283333333,0.093
8910,Zn,DR+72,3,1000,5,7.283333333,0.093
8911,Hg,DR+72,1,0,0,7.283333333,0.093
8917,Hg,DR+72,1,0.01,2,7.283333333,0.093
8920,Hg,DR+72,1,0.1,3,7.283333333,0.093
8925,Hg,DR+72,3,1,4,7.283333333,0.093
8926,Hg,DR+72,1,10,5,7.283333333,0.093
8944,As,DR+72,1,10,5,7.283333333,0.093
8955,Cr,DR+72,3,0.1,2,7.283333333,0.093
8958,Cr,DR+72,3,1,3,7.283333333,0.093
8959,Cr,DR+72,1,10,4,7.283333333,0.093
8960,Cr,DR+72,2,10,4,7.283333333,0.093
8894,Zn,DR+72,2,0,0,7.283333333,0.094
8900,Zn,DR+72,2,1,2,7.283333333,0.094
8909,Zn,DR+72,2,1000,5,7.283333333,0.094
8924,Hg,DR+72,2,1,4,7.283333333,0.094
8954,Cr,DR+72,2,0.1,2,7.283333333,0.094
8963,Cr,DR+72,2,100,5,7.283333333,0.094
8892,Pb,DR+72,3,100,5,7.283333333,0.095
8895,Zn,DR+72,3,0,0,7.283333333,0.095
8907,Zn,DR+72,3,100,4,7.283333333,0.095
8914,Hg,DR+72,1,0.001,1,7.283333333,0.095
8916,Hg,DR+72,3,0.001,1,7.283333333,0.095
8930,As,DR+72,2,0,0,7.283333333,0.095
8945,As,DR+72,2,10,5,7.283333333,0.095
8948,Cr,DR+72,2,0,0,7.283333333,0.095
8861,Cd,DR+72,2,0.001,1,7.283333333,0.096
8934,As,DR+72,3,0.001,1,7.283333333,0.096
8961,Cr,DR+72,3,10,4,7.283333333,0.097
8875,Pb,DR+72,1,0,0,7.283333333,0.099
8962,Cr,DR+72,1,100,5,7.283333333,0.099
8964,Cr,DR+72,3,100,5,7.283333333,0.099
8857,Cd,DR+72,1,0,0,7.283333333,0.1
8874,Cd,DR+72,3,10,5,7.283333333,0.1
8946,As,DR+72,3,10,5,7.283333333,0.101
8923,Hg,DR+72,1,1,4,7.283333333,0.107
8858,Cd,DR+72,2,0,0,7.283333333,0.111
16109,Cd,NO 22,2,10,5,7.316666667,0.001
16093,Cd,NO 22,1,0,0,7.316666667,0.002
16094,Cd,NO 22,2,0,0,7.316666667,0.002
16095,Cd,NO 22,3,0,0,7.316666667,0.002
16096,Cd,NO 22,1,0.001,1,7.316666667,0.002
16100,Cd,NO 22,2,0.01,2,7.316666667,0.002
16101,Cd,NO 22,3,0.01,2,7.316666667,0.002
16103,Cd,NO 22,2,0.1,3,7.316666667,0.002
16105,Cd,NO 22,1,1,4,7.316666667,0.002
16107,Cd,NO 22,3,1,4,7.316666667,0.002
16108,Cd,NO 22,1,10,5,7.316666667,0.002
16110,Cd,NO 22,3,10,5,7.316666667,0.002
16111,Pb,NO 22,1,0,0,7.316666667,0.002
16112,Pb,NO 22,2,0,0,7.316666667,0.002
16113,Pb,NO 22,3,0,0,7.316666667,0.002
16114,Pb,NO 22,1,0.01,1,7.316666667,0.002
16115,Pb,NO 22,2,0.01,1,7.316666667,0.002
16116,Pb,NO 22,3,0.01,1,7.316666667,0.002
16117,Pb,NO 22,1,0.1,2,7.316666667,0.002
16118,Pb,NO 22,2,0.1,2,7.316666667,0.002
16119,Pb,NO 22,3,0.1,2,7.316666667,0.002
16120,Pb,NO 22,1,1,3,7.316666667,0.002
16125,Pb,NO 22,3,10,4,7.316666667,0.002
16127,Pb,NO 22,2,100,5,7.316666667,0.002
16129,Zn,NO 22,1,0,0,7.316666667,0.002
16130,Zn,NO 22,2,0,0,7.316666667,0.002
16131,Zn,NO 22,3,0,0,7.316666667,0.002
16132,Zn,NO 22,1,0.1,1,7.316666667,0.002
16133,Zn,NO 22,2,0.1,1,7.316666667,0.002
16134,Zn,NO 22,3,0.1,1,7.316666667,0.002
16136,Zn,NO 22,2,1,2,7.316666667,0.002
16137,Zn,NO 22,3,1,2,7.316666667,0.002
16140,Zn,NO 22,3,10,3,7.316666667,0.002
16142,Zn,NO 22,2,100,4,7.316666667,0.002
16143,Zn,NO 22,3,100,4,7.316666667,0.002
16144,Zn,NO 22,1,1000,5,7.316666667,0.002
16145,Zn,NO 22,2,1000,5,7.316666667,0.002
16146,Zn,NO 22,3,1000,5,7.316666667,0.002
16147,Hg,NO 22,1,0,0,7.316666667,0.002
16148,Hg,NO 22,2,0,0,7.316666667,0.002
16149,Hg,NO 22,3,0,0,7.316666667,0.002
16150,Hg,NO 22,1,0.001,1,7.316666667,0.002
16151,Hg,NO 22,2,0.001,1,7.316666667,0.002
16152,Hg,NO 22,3,0.001,1,7.316666667,0.002
16153,Hg,NO 22,1,0.01,2,7.316666667,0.002
16154,Hg,NO 22,2,0.01,2,7.316666667,0.002
16155,Hg,NO 22,3,0.01,2,7.316666667,0.002
16156,Hg,NO 22,1,0.1,3,7.316666667,0.002
16157,Hg,NO 22,2,0.1,3,7.316666667,0.002
16158,Hg,NO 22,3,0.1,3,7.316666667,0.002
16159,Hg,NO 22,1,1,4,7.316666667,0.002
16160,Hg,NO 22,2,1,4,7.316666667,0.002
16162,Hg,NO 22,1,10,5,7.316666667,0.002
16163,Hg,NO 22,2,10,5,7.316666667,0.002
16164,Hg,NO 22,3,10,5,7.316666667,0.002
16165,As,NO 22,1,0,0,7.316666667,0.002
16166,As,NO 22,2,0,0,7.316666667,0.002
16169,As,NO 22,2,0.001,1,7.316666667,0.002
16170,As,NO 22,3,0.001,1,7.316666667,0.002
16171,As,NO 22,1,0.01,2,7.316666667,0.002
16172,As,NO 22,2,0.01,2,7.316666667,0.002
16173,As,NO 22,3,0.01,2,7.316666667,0.002
16174,As,NO 22,1,0.1,3,7.316666667,0.002
16175,As,NO 22,2,0.1,3,7.316666667,0.002
16176,As,NO 22,3,0.1,3,7.316666667,0.002
16177,As,NO 22,1,1,4,7.316666667,0.002
16178,As,NO 22,2,1,4,7.316666667,0.002
16180,As,NO 22,1,10,5,7.316666667,0.002
16181,As,NO 22,2,10,5,7.316666667,0.002
16182,As,NO 22,3,10,5,7.316666667,0.002
16183,Cr,NO 22,1,0,0,7.316666667,0.002
16185,Cr,NO 22,3,0,0,7.316666667,0.002
16186,Cr,NO 22,1,0.01,1,7.316666667,0.002
16187,Cr,NO 22,2,0.01,1,7.316666667,0.002
16188,Cr,NO 22,3,0.01,1,7.316666667,0.002
16190,Cr,NO 22,2,0.1,2,7.316666667,0.002
16191,Cr,NO 22,3,0.1,2,7.316666667,0.002
16194,Cr,NO 22,3,1,3,7.316666667,0.002
16196,Cr,NO 22,2,10,4,7.316666667,0.002
16197,Cr,NO 22,3,10,4,7.316666667,0.002
16198,Cr,NO 22,1,100,5,7.316666667,0.002
16199,Cr,NO 22,2,100,5,7.316666667,0.002
16200,Cr,NO 22,3,100,5,7.316666667,0.002
16097,Cd,NO 22,2,0.001,1,7.316666667,0.003
16098,Cd,NO 22,3,0.001,1,7.316666667,0.003
16099,Cd,NO 22,1,0.01,2,7.316666667,0.003
16102,Cd,NO 22,1,0.1,3,7.316666667,0.003
16121,Pb,NO 22,2,1,3,7.316666667,0.003
16122,Pb,NO 22,3,1,3,7.316666667,0.003
16123,Pb,NO 22,1,10,4,7.316666667,0.003
16124,Pb,NO 22,2,10,4,7.316666667,0.003
16126,Pb,NO 22,1,100,5,7.316666667,0.003
16135,Zn,NO 22,1,1,2,7.316666667,0.003
16138,Zn,NO 22,1,10,3,7.316666667,0.003
16139,Zn,NO 22,2,10,3,7.316666667,0.003
16141,Zn,NO 22,1,100,4,7.316666667,0.003
16161,Hg,NO 22,3,1,4,7.316666667,0.003
16168,As,NO 22,1,0.001,1,7.316666667,0.003
16179,As,NO 22,3,1,4,7.316666667,0.003
16184,Cr,NO 22,2,0,0,7.316666667,0.003
16189,Cr,NO 22,1,0.1,2,7.316666667,0.003
16192,Cr,NO 22,1,1,3,7.316666667,0.003
16193,Cr,NO 22,2,1,3,7.316666667,0.003
16195,Cr,NO 22,1,10,4,7.316666667,0.003
16106,Cd,NO 22,2,1,4,7.316666667,0.004
16128,Pb,NO 22,3,100,5,7.316666667,0.004
16167,As,NO 22,3,0,0,7.316666667,0.004
16104,Cd,NO 22,3,0.1,3,7.316666667,0.006
14293,Se,NO 14,1,0,0,8,0.001
14294,Se,NO 14,2,0,0,8,0.001
14296,Se,NO 14,1,1,1,8,0.001
14297,Se,NO 14,2,1,1,8,0.001
14299,Se,NO 14,1,10,2,8,0.001
14300,Se,NO 14,2,10,2,8,0.001
14302,Se,NO 14,1,100,3,8,0.001
14305,Se,NO 14,1,1000,4,8,0.001
14306,Se,NO 14,2,1000,4,8,0.001
14308,Se,NO 14,1,10000,5,8,0.001
14309,Se,NO 14,2,10000,5,8,0.001
14310,Se,NO 14,3,10000,5,8,0.001
16710,Se,NO 22,3,1,1,8,0.001
16716,Se,NO 22,3,100,3,8,0.001
16720,Se,NO 22,1,10000,5,8,0.001
16721,Se,NO 22,2,10000,5,8,0.001
16722,Se,NO 22,3,10000,5,8,0.001
3387,Se,DR 26,3,0,0,8,0.001
3389,Se,DR 26,2,1,1,8,0.001
5921,Se,DR 52,2,10000,5,8,0.001
14298,Se,NO 14,3,1,1,8,0.001
14301,Se,NO 14,3,10,2,8,0.001
14303,Se,NO 14,2,100,3,8,0.001
14304,Se,NO 14,3,100,3,8,0.001
14307,Se,NO 14,3,1000,4,8,0.001
16708,Se,NO 22,1,1,1,8,0.001
16709,Se,NO 22,2,1,1,8,0.001
16712,Se,NO 22,2,10,2,8,0.001
16713,Se,NO 22,3,10,2,8,0.001
16714,Se,NO 22,1,100,3,8,0.001
16718,Se,NO 22,2,1000,4,8,0.001
16719,Se,NO 22,3,1000,4,8,0.001
3392,Se,DR 26,2,10,2,8,0.002
3394,Se,DR 26,1,100,3,8,0.002
3395,Se,DR 26,2,100,3,8,0.002
3396,Se,DR 26,3,100,3,8,0.002
3397,Se,DR 26,1,1000,4,8,0.002
3398,Se,DR 26,2,1000,4,8,0.002
3400,Se,DR 26,1,10000,5,8,0.002
3401,Se,DR 26,2,10000,5,8,0.002
3402,Se,DR 26,3,10000,5,8,0.002
5907,Se,DR 52,3,0,0,8,0.002
5912,Se,DR 52,2,10,2,8,0.002
5915,Se,DR 52,2,100,3,8,0.002
5916,Se,DR 52,3,100,3,8,0.002
5918,Se,DR 52,2,1000,4,8,0.002
5920,Se,DR 52,1,10000,5,8,0.002
5922,Se,DR 52,3,10000,5,8,0.002
16711,Se,NO 22,1,10,2,8,0.002
16715,Se,NO 22,2,100,3,8,0.002
16717,Se,NO 22,1,1000,4,8,0.002
3385,Se,DR 26,1,0,0,8,0.003
3388,Se,DR 26,1,1,1,8,0.003
3390,Se,DR 26,3,1,1,8,0.003
3391,Se,DR 26,1,10,2,8,0.003
3393,Se,DR 26,3,10,2,8,0.003
3399,Se,DR 26,3,1000,4,8,0.003
5905,Se,DR 52,1,0,0,8,0.003
5906,Se,DR 52,2,0,0,8,0.003
5908,Se,DR 52,1,1,1,8,0.003
5910,Se,DR 52,3,1,1,8,0.003
5911,Se,DR 52,1,10,2,8,0.003
5913,Se,DR 52,3,10,2,8,0.003
5917,Se,DR 52,1,1000,4,8,0.003
5919,Se,DR 52,3,1000,4,8,0.003
8318,Se,DR 60,2,0,0,8,0.003
8319,Se,DR 60,3,0,0,8,0.003
8320,Se,DR 60,1,1,1,8,0.003
8321,Se,DR 60,2,1,1,8,0.003
8322,Se,DR 60,3,1,1,8,0.003
8323,Se,DR 60,1,10,2,8,0.003
8324,Se,DR 60,2,10,2,8,0.003
8326,Se,DR 60,1,100,3,8,0.003
8327,Se,DR 60,2,100,3,8,0.003
8329,Se,DR 60,1,1000,4,8,0.003
8330,Se,DR 60,2,1000,4,8,0.003
8331,Se,DR 60,3,1000,4,8,0.003
8332,Se,DR 60,1,10000,5,8,0.003
8333,Se,DR 60,2,10000,5,8,0.003
3386,Se,DR 26,2,0,0,8,0.004
5909,Se,DR 52,2,1,1,8,0.004
5914,Se,DR 52,1,100,3,8,0.004
8317,Se,DR 60,1,0,0,8,0.004
8334,Se,DR 60,3,10000,5,8,0.004
8325,Se,DR 60,3,10,2,8,0.005
8328,Se,DR 60,3,100,3,8,0.005
